;text
39;"Notre résidence "" Carré Vauban "" est située au coeur d'un quartier moteur de la transformation urbaine de Nice: le quartier Vauban. .. ..Proche de la vieille ville et du port, ce quartier est l'un des piliers de la vie sociale de Nice et rassemble tous les ingrédients d'une vie citadine agréable: vie commerçante, scolaire, universités, espaces culturels, équipements sportifs, etc. .. ..Il est aussi le quartier de la multi modalité par excellence, grâce aux 3 lignes de tramway, aux gares, à des accès directs vers Monaco, l'Italie, et l'aéroport. .. ..Profitez pleinement de la ligne 1 du tram qui arrive au pied de votre résidence, qui vous offrira la qualité de vie et les prestations soignées que vous recherchez. .. ..Du studio au 5 pièces, vous apprécierez la vue sur un jardin en coeur d'ilot depuis votre balcon ou terrasse. Une façon de vivre dont vous rêvez et une manière de profiter de la lumière si singulière de la côte d'azur. ..Vivez, ou investissez, dans ce qui n'est autre que: "" le quartier qui bouge "" ! "" .. .. PROFITEZ DE L'OFFRE EXCEPTIONNELLE jusqu'au 15 septembre 2020."
40;À deux pas du Festival de Cannes, du Carré d'Or et à 200m de la plage de la Croisette. ..Appartement bourgeois de 1930 au 2ème étage avec ascenseur. ..4 pièces d'un beau volume de 65m2, vous disposez de trois chambres avec balcons, séjour avec balcon, cuisine, salle de bain et WC séparé. ..Cet appartement dans le quartier de la (Banane) est idéalement situé et très prisé pour de la location. ..À VOIR ABSOLUMENT
41;ANTIBES SALIS - Situé dans un immeuble de standing en front de mer avec avec gardien et piscine. Ce studio de 32m est à louer à l'année, l'appartement se trouve au 6 traverse Bougainvilliées résidence TAMANACO BEACH et se compose d'une entrée avec grand placard de rangement, d'une belle pièce de vie lumineuse, d'une grande cuisine aménagée et équipée, (grand réfrigérateur et nombreux placards) , d'une salle de bain avec WC et d'une terrasse de 6m2. Une cave complète les prestations de ce logement. Chauffage /eau froide et eau chaude collectif. LIBRE IMMEDIATEMENT Appelez vite Angélique..Barèmes d’honoraires : http://media8.ac3-distribution.com/segments/immo/catalog/images/manufacturers_bareme/141460.pdf
42;Plein cœur de Cimiez, dans rue au calme, appartement (ancienne loge de gardien), F1 de 41m² situé en RDC, composé d'une entrée, d'un séjour de 26m² ouvert sur loggia, d'une cuisine indépendante, d'une salle d'eau avec wc et placard. ..Travaux à prévoir.
43;Niché aux deux derniers étages d’une résidence en front de mer sis pointe Croisette, sublime penthouse sur deux niveaux rénové en 2017 possédant deux terrasses (200m2) avec une vue imprenable à 360 degrés sur les îles de Lerins, Cannes, le massif de l’Esterel,... .. ..Composé d’une pièce de vie (86m2) baignée de lumière, une cuisine équipée, un bureau, une chambre avec salle de douche et toilette. ..Une première terrasse de 50m2 exposée plein sud. .. ..Au deuxième étage, 3 chambres avec placards et salles de douches dont une suite parentale de 25m2 avec salle de bains, une seconde terrasse de 150m2 avec une magnifique vue, un spa ainsi qu’un bar. .. ..Bien unique et rare ! ..À saisir !
44;Passy/Place Franklin, dans construction ROMETTI, copropriété de standing avec gardien, magnifique appartement 3pièces de 81m² traversant Sud/Nord. Grande entrée, séjour de 24m², grande cuisine indépendante équipée ouverte sur terrasse de 46m² exposée Sud au calme complet. 2 grandes chambres. Salle de douche. Wc indépendant. Rangements. Appartement en très bon état. Electricité au norme. Climatisation. Beau garage fermé en S/Sol et cave.
45;Luxueux penthouse entièrement rénové récemment sur deux étages dans le plus beau domaine de Cannes avec gardien et à proximité de la Croisette et du Palais des Congrès en bord de mer avec une vue imprenable sur les îles de Lerins ainsi que le golf Juan aux roches rouges du massif de l’Esterel. .. ..13 HA de terrain privé avec piscine chauffée, terrain de tennis et terrain de volley-ball, où se côtoient les carpes koï dans un bassin. .. ..Perché au calme absolu, il se compose d’une grande et lumineuse pièce de vie (48m2) avec l’accès à l’une des terrasses et une cuisine équipée en marbre. .. ..Au même étage se trouve une chambre équipée d’un dressing avec sa salle de douche et d’un W.C. invité ainsi qu’une buanderie. .. ..C’est au deuxième étage de ce superbe et unique duplex que vous trouverez la suite parentale et sa salle de bains avec baignoire et douche à l’italienne, son dressing sur mesure, un W.C., une grande terrasse avec vue mer également et un spa 8 personnes. .. ..Au même niveau, une autre chambre avec salle d’eau/toilettes et dressing. .. ..A l’extérieur, un immense terrain arboré de 13 hectares doté d’une salle de sport privé, une piscine chauffée et sécurisée, un terrain de tennis, un terrain de volley-ball et un espace pour vos enfants. .. ..En sous-sol, un garage et une cave viennent compléter ce bien d’exception. .. ..Un parking invité est disponible à l’intérieur de la résidence. .. ..Bien unique sur Cannes !
46;....GARAGE - ST SYLVESTRE/HAUT CESSOLE GARAGE - ST SYLVESTRE/HAUT CESSOLE Garage se situant sur....l'Avenue Cauvin, de 13m² avec la possibilité de garer une voiture et une moto. Il mesure: L2,60mXH2,28mXP5,05m. Les charges sont de 42.27euros par trimestre. 56 lots - Pas de procédure en cours à notre connaissance.............Obtenir l'adresse......Être rappelé......Demander une visite......
47;A Beausoleil, dans une résidence sécurisée de renom avec gardien 24/24, et piscine, nous vous proposons un appartement de 3 pièces avec parking en sous-sol et cave. ..Cet appartement de 81m² se compose pour la partie jour: d'un spacieux séjour/salle à manger, d'une cuisine signée Bulthaup, le tout donnant sur la terrasse. ..La partie nuit est composée d'une chambre, d'une salle de douche avec wc, d'une chambre en suite avec salle de bain, wc et dressing. ..Les chambres donnent elles aussi sur la terrasse. L'appartement est climatisé. ..Les charges incluent l'eau froide, l'entretien de la piscine, des jardins, des ascenseurs, des communs, un service de sécurité 24/24. ..Vue mer partielle. Environnement calme et verdoyant...Le marché immobilier de luxe sur la Côte d'Azur est l'un des plus attractifs de la région méditerranéenne. Située juste au-dessus de Monaco, la ville de Beausoleil fait partie des endroits les plus recherchés...Les maisons de vacances et résidences secondaires sur la Côte d'Azur offrent non seulement un style de vie incomparable mais représentent aussi, au regard de la situation économique internationale, un investissement sûr et un projet de retraite intelligent, notamment aux adresses premiums. Le marché immobilier haut de gamme sur la Côte d'Azur est indépendant des économies individuelles et offre toujours une grande stabilité pour les propriétés de prestige et uniques...Beausoleil est une zone renommée et exclusive qui était connue autrefois comme Monte-Carlo- Supérieur. Cette destination touristique très célèbre est réputée pour ces vues pittoresques sur la mer Méditerranée et sur Monaco. Ce cadre charmant offre beaucoup d'attractions historiques liées à Monaco, des magnifiques maisons Belle Époque, des magasins et des restaurants.
48;Avenue des Rives à Villeneuve-Loubet, au sein d'un grand parc clôturé et sécurisé avec gardien, bel appartement de 4 pièces 91m2 au 1er étage d'un immeuble des années 70 disposant d'un grand balcon d'angle de 32m2.....Cet appartement se compose..- d'une entrée..- d'un séjour donnant sur la terrasse..- d'une cuisine indépendante donnant aussi sur la terrasse..- de 3 chambres donnant sur la terrasse..- de 2 salles d'eau..- de 2 toilettes dont un indépendant. ....Une cave et un parking collectif réservé à la copropriété complètent ce bien. ....Très situé, cet appartement se trouve:..- à 5 minutes à pied des arrêts de bus..- à 200 m des écoles, mairie, poste..- à 400 m des commerces..- à 450 m des plages
49;....Appartement 2 Pièce (s) 46 m² à louer NICE - Borriglione (Edouard Dalmas)....- Appartement deux pièces au 3ème étage d'un immeuble de standing livré en janvier 2017. Exposition ouest superficie de 46,50m² avec balcon. Appartement lumineux, séjour avec cuisine installée, salle de douche avec toilette, chambre au calme. Local deux roues en sous-sol + possibilité garage: 74.50euros tous commerces à proximité, universités, tramway, bus, etc.. Disponibilité 04.01.20 VIZCAYA, agence immobilière du Port de Nice.............Obtenir l'adresse......Être rappelé......Demander une visite......
50;....2 Pièces Vide - 132 Corniche fleurie - Nice Ouest 132 Corniche Fleurie, 978 euros charges....comprises (859 + 119), superbe 2 pièces en 2ème et dernier étage de 40m² disposant d'une terrasse de 40m². Très bien agencé, cuisine américaine équipée, vue dégagée, calme, très lumineux, parking en sous-sol, individuel électrique. Disponible au 5 décembre. Pour tout renseignements contactez SERVICE LOCATION: SERVICE VENTE.............Obtenir l'adresse......Être rappelé......Demander une visite......
51;""" A LOUER "" Quartier Des Musiciens - NICE....Appartement 2 Pièces de 45m2..Cet appartement est situé au quatrième étage d'une copropriété bien entretenue, pas de vis à vis...Il est composé d'une entrée, belle pièce principale avec cuisine ouverte, une salle de bains avec WC et un dressing...Location meublé.....Loyer mensuel : 800 € toutes charges...Appartement disponible à partir du 28 Décembre 2020.....Pour plus d'informations veuillez contacter:..Mammoliti Jonathan..Objectif réussite immobilier..45 avenue jean médecin 06000 Nice..Tel: 06.64.34.00.00 - 04.93.16.60.42..Ori.mammoliti@gmail.com"
52;....NICE - CESSOLE - F1 location vide NICE CESSOLE: location vide dans une rue calme du quartier de....Cessole, au sein d'un immeuble de standing avec ascenseur, situé au 2ème étage un studio composé d'un séjour, une cuisine indépendante, une salle d'eau, toilettes indépendants, placard et balcon. Libre à partir du 1 Février 2021. Loyer: 510euros Hors Charge Provisions sur charge: 90euros/mois.............Obtenir l'adresse......Être rappelé......Demander une visite......
53;Votre agence AGRESTA Immobilier vous propose à la location ce somptueux 3 pièces de 72 m2 au prix de 1500 euros charges comprises (eau froide, Piscine, gardien 24h/24, 365 jours par an) Dans la résidence très prisée et luxueuse du Grand Duc, venez découvrir cet appartement entièrement meublé bénéficiant d'une terrasse de 18 m2 exposée plein Sud avec vue dégagée sur la mer et la montagne de l'Esterel. Aucun vis à vis, calme absolu. Coup de coeur assuré. Un vaste garage et une cave complètent le tout. Possibilité d'accéder au club privé : 2 piscines privatives, 2 cours de tennis, salle de fitness, billards, babyfoot et divers..( 40 euros par personne/ mois ). N'hésitez pas à me contacter au pour plus d'informations, Je me ferai un plaisir de vous répondre...Barèmes d’honoraires : http://media8.ac3-distribution.com/segments/immo/catalog/images/manufacturers_bareme/127327.pdf
54;....Location deux pièces vide GORBELLA Gorbella: Dans nouvel immeuble, bel appartement 2....pièces de 41 M² en étage élevé avec terrasse plein Sud, cuisine ouverte installée. Parking en sous-sol possible 110euros EN SUS. VIZCAYA, agence immobilière du Port de Nice.............Obtenir l'adresse......Être rappelé......Demander une visite......
